#DroneDeploy	4.21.0.1517
#Flight Recorder
User ID	58adcdaff6b11d0001fff143
Organization ID	5ce4361f919c5f0001530f71
Session ID	unknown_plan_id
Session Start	11/13/2020 01:12:40
#Device
Device Model	iPad
Device User Interface Idiom	iPad	1
Device Operating System	iOS	14.1
Device SSID
#Aircraft
Aircraft Model	Phantom 4 Pro
Aircraft Name	Fake Aircraft Name
Aircraft Firmware	Fake Aircraft Firmware Package
#Aircraft Battery
Full Charge Volume (mAh)	1
Remaining Life (%)	1
Discharges	4
#Components
Battery Cells Number	0
Battery Serial Number	Fake Battery Serial
Battery Firmware	Fake Battery Firmware
Flight Controller Serial Number	Fake FC Serial
Flight Controller Firmware	Fake FC Firwmare
Gimbal Firmware	Fake Gimbal Firmware
Remote Control Serial Number	Fake RC Serial
Remote Control Firmware	Fake RC Firmware
Camera Serial Number	Fake Camera Serial
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Compass Index	Compass Sensor Value	Compass State	Compass State Last Updated (ms)	Compass Calibration State	Compass Calibration Last Updated (ms)	Device > Aircraft Distance - XY (ft)
11/13/2020 01:13:42	62.070		0.0	0.0	62069.90385055542	56	1	1	25	73.4	1.3380050659179688	0	0	0	0	62069.876194000244	37.77238908903059	-122.40715497111658	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5788078308105469	-90.0	0.0	0.0	Free	0	1	1	1	1081.7089080810547	0	Unknown	0	Unknown	3	62069.90885734558	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0280609130859375	100	0.9889602661132812	1	0.0	0.0	0.0	1	1.374959945678711	0	0	62069.91505622864	0	0	62069.916009902954	Shoot Photo	0	0	0	0	0	0	0	0	0	0.12493133544921875	1	100.0	359.7731590270996	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	62069.931983947754	0	91.0	2	1.5439987182617188	255	62069.934129714966	3902863.812631944
11/13/2020 01:13:42	62.256		0.0	0.0	62255.83600997925	56	1	1	25	73.4	1.1279582977294922	0	0	0	0	62255.813121795654	37.77238892012766	-122.40714359900018	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3501644134521484	-90.0	0.0	0.0	Free	0	1	1	1	185.87708473205566	0	Unknown	0	Unknown	3	62255.85198402405	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8971691131591797	100	0.8668899536132812	1	0.0	0.0	0.0	1	1.180887222290039	0	0	62255.861043930054	0	0	62255.86295127869	Shoot Photo	0	0	0	0	0	0	0	0	0	186.07401847839355	1	100.0	186.01703643798828	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	62255.88417053223	0	91.0	2	1.338958740234375	255	62255.887031555176	3902863.530425723
11/13/2020 01:13:42	62.433		0.0	0.0	62432.52182006836	56	1	1	25	73.4	177.81496047973633	0	0	0	0	62432.50799179077	37.77238892012766	-122.40714359900018	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	178.05218696594238	-90.0	0.0	0.0	Free	0	1	1	1	362.591028213501	0	Unknown	0	Unknown	3	62432.563066482544	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	177.62017250061035	100	177.58798599243164	1	0.0	0.0	0.0	1	177.9019832611084	0	0	62432.578802108765	0	0	62432.57999420166	Shoot Photo	0	0	0	0	0	0	0	0	0	362.7889156341553	1	100.0	362.7309799194336	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	62432.597160339355	0	91.0	2	178.05099487304688	255	62432.59811401367	3902863.530425723
11/13/2020 01:13:43	62.628		0.0	0.0	62627.26068496704	56	1	1	25	73.4	1.4159679412841797	0	0	0	0	62627.24018096924	37.772388582318506	-122.40712085476748	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6810894012451172	-90.0	0.0	0.0	Free	0	1	1	1	557.3010444641113	0	Unknown	0	Unknown	3	62627.27499008179	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1129379272460938	100	1.0721683502197266	1	0.0	0.0	0.0	1	1.4562606811523438	0	0	62627.28190422058	0	0	62627.2828578949	Shoot Photo	0	0	0	0	0	0	0	0	0	557.4948787689209	1	100.0	557.4390888214111	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	62627.307176589966	0	91.0	2	1.6560554504394531	255	62627.312898635864	3902862.966013274
11/13/2020 01:13:43	62.820		0.0	0.0	62819.395780563354	56	1	1	25	73.4	1.2960433959960938	0	0	0	0	62819.40221786499	37.77238841341229	-122.40710948265121	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5740394592285156	-90.0	0.0	0.0	Free	0	1	1	1	749.4869232177734	0	Unknown	0	Unknown	3	62819.46301460266	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1081695556640625	100	1.0728836059570312	1	0.0	0.0	0.0	1	1.3911724090576172	0	0	62819.4739818573	0	0	62819.474935531616	Shoot Photo	0	0	0	0	0	0	0	0	0	749.6860027313232	1	100.0	749.6278285980225	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	62819.49424743652	0	91.0	2	1.5611648559570312	255	62819.49496269226	3902862.6838070457
11/13/2020 01:13:43	63.008		0.0	0.0	63007.11679458618	56	1	1	25	73.4	1.2900829315185547	0	0	0	0	63007.084131240845	37.77238824450498	-122.40709811053505	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5411376953125	-90.0	0.0	0.0	Free	0	1	1	1	937.140941619873	0	Unknown	0	Unknown	3	63007.112979888916	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0328292846679688	100	0.9989738464355469	1	0.0	0.0	0.0	1	1.316070556640625	0	0	63007.11703300476	0	0	63007.11798667908	Shoot Photo	0	0	0	0	0	0	0	0	0	0.11730194091796875	1	100.0	937.2680187225342	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	63007.134199142456	0	91.0	2	1.5072822570800781	255	63007.13515281677	3902862.401600815
11/13/2020 01:13:43	63.190		0.0	0.0	63189.934730529785	56	1	1	25	73.4	1.216888427734375	0	0	0	0	63189.908027648926	37.772388075596595	-122.4070867384189	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4400482177734375	-90.0	0.0	0.0	Free	0	1	1	1	182.76500701904297	0	Unknown	0	Unknown	3	63189.94212150574	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9582042694091797	100	0.9279251098632812	1	0.0	0.0	0.0	1	1.2638568878173828	0	0	63189.95404243469	0	0	63189.955949783325	Shoot Photo	0	0	0	0	0	0	0	0	0	182.96003341674805	1	100.0	182.9051971435547	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	63189.980030059814	0	91.0	2	1.4309883117675781	255	63189.98312950134	3902862.1193945794
11/13/2020 01:13:43	63.372		0.0	0.0	63371.553897857666	56	1	1	25	73.4	1.252889633178711	0	0	0	0	63371.52290344238	37.77238790668711	-122.40707536630282	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4750957489013672	-90.0	0.0	0.0	Free	0	1	1	1	364.37511444091797	0	Unknown	0	Unknown	3	63371.55103683472	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9851455688476562	100	0.9489059448242188	1	0.0	0.0	0.0	1	1.2810230255126953	0	0	63371.55508995056	0	0	63371.55604362488	Shoot Photo	0	0	0	0	0	0	0	0	0	364.55607414245605	1	100.0	364.5000457763672	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	63371.57416343689	0	91.0	2	1.4431476593017578	255	63371.575117111206	3902861.837188339
11/13/2020 01:13:43	63.549		0.0	0.0	63548.24686050415	56	1	1	25	73.4	1.2769699096679688	0	0	0	0	63548.22301864624	37.77238773777653	-122.40706399418677	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.547098159790039	-90.0	0.0	0.0	Free	0	1	1	1	541.079044342041	0	Unknown	0	Unknown	3	63548.25496673584	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0449886322021484	100	1.0068416595458984	1	0.0	0.0	0.0	1	1.3170242309570312	0	0	63548.25711250305	0	0	63548.25806617737	Shoot Photo	0	0	0	0	0	0	0	0	0	541.2571430206299	1	100.0	541.2001609802246	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	63548.27404022217	0	91.0	2	1.4889240264892578	255	63548.27523231506	3902861.554982098
11/13/2020 01:13:44	63.738		0.0	0.0	63737.47968673706	56	1	1	25	73.4	190.51694869995117	0	0	0	0	63737.46109008789	37.77238773777653	-122.40706399418677	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	190.78612327575684	-90.0	0.0	0.0	Free	0	1	1	1	730.3190231323242	0	Unknown	0	Unknown	3	63737.49613761902	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	190.28806686401367	100	190.25015830993652	1	0.0	0.0	0.0	1	190.56105613708496	0	0	63737.50281333923	0	0	63737.50400543213	Shoot Photo	0	0	0	0	0	0	0	0	0	187.59584426879883	1	100.0	187.5591278076172	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	63737.52498626709	0	91.0	2	190.74201583862305	255	63737.52999305725	3902861.554982098
11/13/2020 01:13:44	63.923		0.0	0.0	63922.4419593811	56	1	1	25	73.4	1.2309551239013672	0	0	0	0	63922.41096496582	37.772387399952095	-122.40704124995484	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4688968658447266	-90.0	0.0	0.0	Free	0	1	1	1	915.2660369873047	0	Unknown	0	Unknown	3	63922.44219779968	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9698867797851562	100	0.9369850158691406	1	0.0	0.0	0.0	1	1.2688636779785156	0	0	63922.455072402954	0	0	63922.4579334259	Shoot Photo	0	0	0	0	0	0	0	0	0	372.55191802978516	1	100.0	372.5171089172363	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	63922.48630523682	0	91.0	2	1.4569759368896484	255	63922.48892784119	3902860.990569601
11/13/2020 01:13:44	64.118		0.0	0.0	64117.10071563721	56	1	1	25	73.4	1.425027847290039	0	0	0	0	64117.07401275635	37.77238723103824	-122.40702987783897	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6870498657226562	-90.0	0.0	0.0	Free	0	1	1	1	1109.9309921264648	0	Unknown	0	Unknown	3	64117.10810661316	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1088848114013672	100	1.0678768157958984	1	0.0	0.0	0.0	1	1.4560222625732422	0	0	64117.11287498474	0	0	64117.11502075195	Shoot Photo	0	0	0	0	0	0	0	0	0	0.12493133544921875	1	100.0	567.1679973602295	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	64117.133140563965	0	91.0	2	1.645803451538086	255	64117.1350479126	3902860.70836335
11/13/2020 01:13:44	64.315		0.0	0.0	64314.292907714844	56	1	1	25	73.4	1.2650489807128906	0	0	0	0	64314.26906585693	37.77238706212328	-122.40701850572313	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.50299072265625	-90.0	0.0	0.0	Free	0	1	1	1	197.10397720336914	0	Unknown	0	Unknown	3	64314.30697441101	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0170936584472656	100	0.9799003601074219	1	0.0	0.0	0.0	1	1.3089179992675781	0	0	64314.31078910828	0	0	64314.31198120117	Shoot Photo	0	0	0	0	0	0	0	0	0	197.32379913330078	1	100.0	197.2510814666748	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	64314.33200836182	0	91.0	2	1.4791488647460938	255	64314.33606147766	3902860.426157094
11/13/2020 01:13:44	64.519		0.0	0.0	64518.481731414795	56	1	1	25	73.4	1.4660358428955078	0	0	0	0	64518.455028533936	37.77238689320724	-122.40700713360735	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7230510711669922	-90.0	0.0	0.0	Free	0	1	1	1	401.28493309020996	0	Unknown	0	Unknown	3	64518.48816871643	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.165151596069336	100	1.1241436004638672	1	0.0	0.0	0.0	1	1.5010833740234375	0	0	64518.49699020386	0	0	64518.49913597107	Shoot Photo	0	0	0	0	0	0	0	0	0	401.51190757751465	1	100.0	401.439905166626	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	64518.52011680603	0	91.0	2	1.6961097717285156	255	64518.52297782898	3902860.143950835
11/13/2020 01:13:45	64.707		0.0	0.0	64706.77900314331	56	1	1	25	73.4	2.090930938720703	0	0	0	0	64706.74991607666	37.77238672429011	-122.40699576149163	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.3109912872314453	-90.0	0.0	0.0	Free	0	1	1	1	589.576005935669	0	Unknown	0	Unknown	3	64706.778049468994	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.827239990234375	100	1.7948150634765625	1	0.0	0.0	0.0	1	2.1200180053710938	0	0	64706.78091049194	0	0	64706.78114891052	Shoot Photo	0	0	0	0	0	0	0	0	0	589.792013168335	1	100.0	589.7190570831299	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	64706.82120323181	0	91.0	2	2.3021697998046875	255	64706.82215690613	3902859.8617445724
11/13/2020 01:13:45	64.907		0.0	0.0	64907.036781311035	56	1	1	25	73.4	1.4569759368896484	0	0	0	0	64907.01413154602	37.77238655537188	-122.40698438937595	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.8291473388671875	-90.0	0.0	0.0	Free	0	1	1	1	789.8461818695068	0	Unknown	0	Unknown	3	64907.04894065857	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1510848999023438	100	1.0859966278076172	1	0.0	0.0	0.0	1	1.4667510986328125	0	0	64907.052993774414	0	0	64907.05418586731	Shoot Photo	0	0	0	0	0	0	0	0	0	790.0660037994385	1	100.0	789.9930477142334	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	64907.07302093506	0	91.0	2	1.7690658569335938	255	64907.07612037659	3902859.579538307
11/13/2020 01:13:45	65.092		0.0	0.0	65092.07081794739	56	1	1	25	73.4	1.3089179992675781	0	0	0	0	65092.037200927734	37.77238638645255	-122.40697301726031	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5192031860351562	-90.0	0.0	0.0	Free	0	1	1	1	974.8618602752686	0	Unknown	0	Unknown	3	65092.06414222717	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.016855239868164	100	0.9779930114746094	1	0.0	0.0	0.0	1	1.3132095336914062	0	0	65092.06700325012	0	0	65092.06795692444	Shoot Photo	0	0	0	0	0	0	0	0	0	975.0769138336182	1	100.0	975.0058650970459	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	65092.085123062134	0	91.0	2	1.4901161193847656	255	65092.08703041077	3902859.2973320377
11/13/2020 01:13:45	65.278		0.0	0.0	65277.99892425537	56	1	1	25	73.4	1.4162063598632812	0	0	0	0	65277.976989746094	37.77238621753213	-122.40696164514473	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6410350799560547	-90.0	0.0	0.0	Free	0	1	1	1	185.83416938781738	0	Unknown	0	Unknown	3	65278.02300453186	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1301040649414062	100	1.0559558868408203	1	0.0	0.0	0.0	1	1.4548301696777344	0	0	65278.029918670654	0	0	65278.032064437866	Shoot Photo	0	0	0	0	0	0	0	0	0	186.0489845275879	1	100.0	185.98699569702148	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	65278.0921459198	0	91.0	2	1.6689300537109375	255	65278.095960617065	3902859.015125765
11/13/2020 01:13:45	65.461		0.0	0.0	65460.317850112915	56	1	1	25	73.4	1.2359619140625	0	0	0	0	65460.3009223938	37.77238604861063	-122.40695027302921	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4748573303222656	-90.0	0.0	0.0	Free	0	1	1	1	368.15810203552246	0	Unknown	0	Unknown	3	65460.346937179565	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9939670562744141	100	0.9636878967285156	1	0.0	0.0	0.0	1	1.3051033020019531	0	0	65460.35885810852	0	0	65460.36100387573	Shoot Photo	0	0	0	0	0	0	0	0	0	368.3798313140869	1	100.0	368.3018684387207	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	65460.38722991943	0	91.0	2	1.4767646789550781	255	65460.39009094238	3902858.732919488
11/13/2020 01:13:46	65.643		0.0	0.0	65642.35973358154	56	1	1	25	73.4	183.27713012695312	0	0	0	0	65642.33016967773	37.77238604861063	-122.40695027302921	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	183.49695205688477	-90.0	0.0	0.0	Free	0	1	1	1	550.1751899719238	0	Unknown	0	Unknown	3	65642.36187934875	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	183.00795555114746	100	182.97576904296875	1	0.0	0.0	0.0	1	183.31599235534668	0	0	65642.36903190613	0	0	65642.36998558044	Shoot Photo	0	0	0	0	0	0	0	0	0	550.3828525543213	1	100.0	550.3039360046387	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	65642.38810539246	0	91.0	2	183.47692489624023	255	65642.38905906677	3902858.732919488
11/13/2020 01:13:46	65.838		0.0	0.0	65837.64791488647	56	1	1	25	73.4	1.3000965118408203	0	0	0	0	65837.61596679688	37.77238571076434	-122.4069275287983	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5358924865722656	-90.0	0.0	0.0	Free	0	1	1	1	745.4571723937988	0	Unknown	0	Unknown	3	65837.64386177063	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.013040542602539	100	0.9751319885253906	1	0.0	0.0	0.0	1	1.3108253479003906	0	0	65837.64600753784	0	0	65837.64696121216	Shoot Photo	0	0	0	0	0	0	0	0	0	193.5257911682129	1	100.0	193.48692893981934	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	65837.66412734985	0	91.0	2	1.4948844909667969	255	65837.66508102417	3902858.168506925
11/13/2020 01:13:46	66.016		0.0	0.0	66015.35177230835	56	1	1	25	73.4	1.1920928955078125	0	0	0	0	66015.32006263733	37.77238554183956	-122.40691615668294	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4600753784179688	-90.0	0.0	0.0	Free	0	1	1	1	923.1619834899902	0	Unknown	0	Unknown	3	66015.34914970398	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8978843688964844	100	0.8637905120849609	1	0.0	0.0	0.0	1	1.2199878692626953	0	0	66015.35105705261	0	0	66015.35296440125	Shoot Photo	0	0	0	0	0	0	0	0	0	0.12087821960449219	1	100.0	371.19197845458984	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	66015.36798477173	0	91.0	2	1.4200210571289062	255	66015.36917686462	3902857.8863006406
11/13/2020 01:13:46	66.194		0.0	0.0	66193.94779205322	56	1	1	25	73.4	1.3909339904785156	0	0	0	0	66193.92704963684	37.77238537291368	-122.40690478456762	22.369418519393044	150.91864	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6758441925048828	-90.0	0.0	0.0	Free	0	1	1	1	178.57789993286133	0	Unknown	0	Unknown	3	66193.98188591003	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1091232299804688	100	1.0650157928466797	1	0.0	0.0	0.0	1	1.4498233795166016	0	0	66193.98713111877	0	0	66193.9890384674	Shoot Photo	0	0	0	0	0	0	0	0	0	178.7588596343994	1	100.0	178.70497703552246	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	66194.00930404663	0	91.0	2	1.644134521484375	255	66194.01001930237	3902857.6040943507
